,Name,Ground,Mat,Inns,O,M,R,W,4w,Best,Avg,S/R,E/R,BowlingScore
3957,Mitchell Starc,Dr YS Rajasekhara Reddy Cricket Stadium ,3,3,10.4,0,102,10,1,5/35,10.2,6.4,9.56,1.987767584097859
3958,Mitchell Starc,Dubai International Cricket Stadium ,2,2,8.0,0,36,2,0,2/21,18.0,24.0,4.5,0.21505376344086022
3959,Mitchell Starc,Eden Gardens ,7,7,23.0,0,272,6,0,3/28,45.33,23.0,11.83,0.37425149700598803
3961,Mitchell Starc,M Chinnaswamy Stadium ,12,11,39.0,0,327,12,1,4/15,27.25,19.5,8.38,1.1246145474333393
3962,Mitchell Starc,MA Chidambaram Stadium ,4,4,14.0,1,94,6,0,3/24,15.67,14.0,6.71,0.8246289169873556
3964,Mitchell Starc,Narendra Modi Stadium ,3,3,11.2,0,105,6,0,3/22,17.5,11.33,9.26,0.7876082961407195
3965,Mitchell Starc,Punjab Cricket Association IS Bindra Stadium ,1,1,2.0,0,20,1,0,1/20,20.0,12.0,10.0,0.11904761904761904
3966,Mitchell Starc,Rajiv Gandhi International Stadium ,3,2,6.4,0,57,1,0,1/26,57.0,40.0,8.55,0.047370914258645196
3967,Mitchell Starc,Sharjah Cricket Stadium ,2,2,8.0,0,66,3,0,2/33,22.0,16.0,8.25,0.32432432432432434
3968,Mitchell Starc,Sheikh Zayed Stadium ,1,1,4.0,0,29,2,0,2/29,14.5,12.0,7.25,0.2962962962962963
3969,Mitchell Starc,Wankhede Stadium ,3,3,11.5,0,103,5,1,4/33,20.6,14.2,8.7,0.6206896551724138
3970,Dale Steyn,Arun Jaitley Stadium ,6,6,24.0,1,126,8,0,2/11,15.75,18.0,5.25,1.0256410256410255
3973,Dale Steyn,Dr YS Rajasekhara Reddy Cricket Stadium ,4,4,15.0,1,88,6,0,3/12,14.67,15.0,5.87,0.8441193021947102
3974,Dale Steyn,Dubai International Cricket Stadium ,4,4,15.4,0,143,5,0,2/20,28.6,18.8,9.13,0.44224305678400844
3975,Dale Steyn,Eden Gardens ,7,7,28.0,0,247,6,0,3/27,41.17,28.0,8.82,0.3846647006026413
3976,Dale Steyn,Himachal Pradesh Cricket Association Stadium ,1,1,3.0,0,13,1,0,1/13,13.0,18.0,4.33,0.14152278516841213
3978,Dale Steyn,M Chinnaswamy Stadium ,16,16,63.0,1,434,7,0,2/29,62.0,54.0,6.89,0.2848075514687932
3979,Dale Steyn,MA Chidambaram Stadium ,4,4,16.0,0,118,4,0,2/28,29.5,24.0,7.38,0.328515111695138
3981,Dale Steyn,Narendra Modi Stadium ,1,1,4.0,0,31,2,0,2/31,15.5,12.0,7.75,0.28368794326241137
3984,Dale Steyn,Punjab Cricket Association IS Bindra Stadium ,3,3,10.0,0,79,4,0,2/20,19.75,15.0,7.9,0.46893317702227433
3985,Dale Steyn,Rajiv Gandhi International Stadium ,24,24,90.5,1,572,27,0,3/8,21.19,20.19,6.3,2.8313758389261747
3987,Dale Steyn,Sawai Mansingh Stadium ,3,3,11.4,1,74,2,0,1/15,37.0,35.0,6.34,0.12764871074802145
3988,Dale Steyn,Sharjah Cricket Stadium ,2,2,8.0,0,46,0,0,0/20,0.0,0.0,5.75,0.0
3989,Dale Steyn,Sheikh Zayed Stadium ,2,2,8.0,0,72,2,0,2/29,36.0,24.0,9.0,0.14492753623188406
3992,Dale Steyn,Wankhede Stadium ,3,3,12.0,0,71,4,0,2/10,17.75,18.0,5.92,0.47996160307175423
3993,Marcus Stoinis,Arun Jaitley Stadium ,2,1,3.0,0,24,0,0,0/24,0.0,0.0,8.0,0.0
3995,Marcus Stoinis,BRSABV Ekana Cricket Stadium ,15,8,15.0,0,114,5,0,2/20,22.8,18.0,7.6,0.5165289256198348
3997,Marcus Stoinis,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,4.0,0,15,4,1,4/15,3.75,6.0,3.75,1.6296296296296295
3998,Marcus Stoinis,Dubai International Cricket Stadium ,10,7,11.1,0,98,4,0,2/29,24.5,16.75,8.78,0.3997601439136518
3999,Marcus Stoinis,Eden Gardens ,6,3,8.3,0,72,1,0,1/32,72.0,51.0,8.47,0.038031490073781093
4000,Marcus Stoinis,Himachal Pradesh Cricket Association Stadium ,1,1,1.0,0,17,0,0,0/17,0.0,0.0,17.0,0.0
4002,Marcus Stoinis,M Chinnaswamy Stadium ,9,4,7.4,0,70,2,0,1/9,35.0,23.0,9.13,0.14896469536719797
4003,Marcus Stoinis,MA Chidambaram Stadium ,5,3,8.0,0,81,1,0,1/20,81.0,48.0,10.13,0.035937612305038454
4004,Marcus Stoinis,Maharaja Yadavindra Singh International Cricket St ,4,3,6.0,0,71,0,0,0/10,0.0,0.0,11.83,0.0
4005,Marcus Stoinis,Narendra Modi Stadium ,7,6,7.0,0,101,2,0,1/7,50.5,21.0,14.43,0.11637379262190153
4006,Marcus Stoinis,Punjab Cricket Association IS Bindra Stadium ,7,6,14.5,0,158,5,0,3/40,31.6,17.8,10.65,0.4163197335553705
4007,Marcus Stoinis,Rajiv Gandhi International Stadium ,3,1,0.4,0,6,0,0,0/6,0.0,0.0,9.0,0.0
4009,Marcus Stoinis,Sawai Mansingh Stadium ,6,4,10.3,0,92,3,0,2/28,30.67,21.0,8.76,0.2482210822439186
4010,Marcus Stoinis,Sharjah Cricket Stadium ,4,3,7.0,0,73,3,0,2/17,24.33,14.0,10.43,0.30762920426579166
4011,Marcus Stoinis,Sheikh Zayed Stadium ,5,4,12.4,0,120,6,0,3/26,20.0,12.67,9.47,0.7119126720455624
4012,Marcus Stoinis,Wankhede Stadium ,9,4,7.0,0,98,1,0,1/43,98.0,42.0,14.0,0.032467532467532464
4013,Ben Stokes,Arun Jaitley Stadium ,2,2,7.0,0,59,2,0,2/31,29.5,21.0,8.43,0.16969285593076533
4014,Ben Stokes,Dubai International Cricket Stadium ,5,4,8.0,0,95,0,0,0/7,0.0,0.0,11.88,0.0
4015,Ben Stokes,Eden Gardens ,3,2,8.0,1,39,4,0,3/15,9.75,12.0,4.88,0.7510326699211416
4017,Ben Stokes,M Chinnaswamy Stadium ,2,2,7.0,0,50,4,0,3/18,12.5,10.5,7.14,0.6635700066357001
4018,Ben Stokes,MA Chidambaram Stadium ,2,2,4.0,0,48,1,0,1/30,48.0,24.0,12.0,0.05952380952380952
4020,Ben Stokes,Rajiv Gandhi International Stadium ,3,3,9.0,0,91,4,0,3/30,22.75,13.5,10.11,0.4314063848144953
4022,Ben Stokes,Sawai Mansingh Stadium ,12,9,25.5,0,239,5,0,2/39,47.8,31.0,9.25,0.2839295854628052
4023,Ben Stokes,Sheikh Zayed Stadium ,3,2,7.0,0,59,2,0,2/32,29.5,21.0,8.43,0.16969285593076533
4024,Ben Stokes,Wankhede Stadium ,3,3,9.0,1,59,4,0,2/21,14.75,13.5,6.56,0.5745475438092502
4025,Tristan Stubbs,Arun Jaitley Stadium ,10,2,2.0,0,16,1,0,1/4,16.0,12.0,8.0,0.1388888888888889
4026,Tristan Stubbs,Dr YS Rajasekhara Reddy Cricket Stadium ,4,1,1.0,0,28,0,0,0/28,0.0,0.0,28.0,0.0
4027,Tristan Stubbs,MA Chidambaram Stadium ,2,1,2.0,0,14,1,0,1/14,14.0,12.0,7.0,0.15151515151515152
4028,Tristan Stubbs,Narendra Modi Stadium ,2,1,1.0,0,11,2,0,2/11,5.5,3.0,11.0,0.5128205128205128
4029,Scott Styris,Arun Jaitley Stadium ,1,1,4.0,0,33,0,0,0/33,0.0,0.0,8.25,0.0
4030,Scott Styris,Eden Gardens ,1,1,4.0,0,19,0,0,0/19,0.0,0.0,4.75,0.0
4031,Scott Styris,M Chinnaswamy Stadium ,1,1,4.0,0,29,1,0,1/29,29.0,24.0,7.25,0.08298755186721991
4032,Scott Styris,MA Chidambaram Stadium ,2,1,3.0,0,24,1,0,1/24,24.0,18.0,8.0,0.1
4034,Scott Styris,Punjab Cricket Association IS Bindra Stadium ,2,2,5.0,0,49,1,0,1/36,49.0,30.0,9.8,0.05630630630630631
4035,Scott Styris,Rajiv Gandhi International Stadium ,2,2,6.0,0,44,0,0,0/16,0.0,0.0,7.33,0.0
4036,Scott Styris,Sawai Mansingh Stadium ,1,1,2.0,0,14,0,0,0/14,0.0,0.0,7.0,0.0
4037,Jagadeesha Suchith,Arun Jaitley Stadium ,1,1,3.0,0,45,0,0,0/45,0.0,0.0,15.0,0.0
4040,Jagadeesha Suchith,Eden Gardens ,2,1,2.0,0,31,0,0,0/31,0.0,0.0,15.5,0.0
4041,Jagadeesha Suchith,MA Chidambaram Stadium ,3,3,12.0,0,70,3,0,2/28,23.33,24.0,5.83,0.28216704288939054
4042,Jagadeesha Suchith,Narendra Modi Stadium ,1,1,4.0,0,31,0,0,0/31,0.0,0.0,7.75,0.0
4043,Jagadeesha Suchith,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,33,1,0,1/33,33.0,24.0,8.25,0.07662835249042145
4044,Jagadeesha Suchith,Rajiv Gandhi International Stadium ,1,1,3.0,0,14,2,0,2/14,7.0,9.0,4.67,0.4837929366231253
4045,Jagadeesha Suchith,Wankhede Stadium ,10,10,32.0,0,306,9,0,2/30,34.0,21.33,9.56,0.6934812760055479
4046,Taduri Sudhindra,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,4.0,0,46,1,0,1/46,46.0,24.0,11.5,0.06134969325153374
4047,Taduri Sudhindra,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,47,0,0,0/47,0.0,0.0,11.75,0.0
4048,Taduri Sudhindra,Rajiv Gandhi International Stadium ,1,1,3.4,0,43,0,0,0/43,0.0,0.0,11.73,0.0
4052,Tirumalasetti Suman,Eden Gardens ,2,1,3.0,0,26,0,0,0/26,0.0,0.0,8.67,0.0
4053,Tirumalasetti Suman,MA Chidambaram Stadium ,2,1,1.0,0,8,0,0,0/8,0.0,0.0,8.0,0.0
4055,Tirumalasetti Suman,Punjab Cricket Association IS Bindra Stadium ,1,1,3.0,0,23,0,0,0/23,0.0,0.0,7.67,0.0
4058,Tirumalasetti Suman,Wankhede Stadium ,7,2,3.0,0,27,0,0,0/12,0.0,0.0,9.0,0.0
4059,Sumit Kumar,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,2.0,0,19,0,0,0/19,0.0,0.0,9.5,0.0
4060,Sumit Kumar,Maharaja Yadavindra Singh International Cricket St ,1,1,1.2,0,19,0,0,0/19,0.0,0.0,14.25,0.0
4061,Sunny Gupta,MA Chidambaram Stadium ,1,1,3.0,0,47,0,0,0/47,0.0,0.0,15.67,0.0
4062,Pawan Suyal,Narendra Modi Stadium ,1,1,4.0,0,45,0,0,0/45,0.0,0.0,11.25,0.0
4063,Pawan Suyal,Wankhede Stadium ,4,4,12.0,0,106,2,0,1/21,53.0,36.0,8.83,0.10221813349688234
4064,Swapnil Singh,BRSABV Ekana Cricket Stadium ,1,1,1.0,0,11,0,0,0/11,0.0,0.0,11.0,0.0
4065,Swapnil Singh,Eden Gardens ,1,1,3.0,0,29,0,0,0/29,0.0,0.0,9.67,0.0
4066,Swapnil Singh,Himachal Pradesh Cricket Association Stadium ,1,1,3.0,0,28,2,0,2/28,14.0,9.0,9.33,0.3093102381688834
4068,Swapnil Singh,M Chinnaswamy Stadium ,3,3,4.0,0,23,1,0,1/9,23.0,24.0,5.75,0.0947867298578199
4070,Swapnil Singh,Narendra Modi Stadium ,3,3,6.0,0,49,1,0,1/23,49.0,36.0,8.17,0.053665342921541265
4071,Swapnil Singh,Punjab Cricket Association IS Bindra Stadium ,1,1,2.0,0,19,0,0,0/19,0.0,0.0,9.5,0.0
4072,Swapnil Singh,Rajiv Gandhi International Stadium ,1,1,3.0,0,40,2,0,2/40,20.0,9.0,13.33,0.23623907394283014
4073,Jamaluddin Syed Mohammad,Arun Jaitley Stadium ,2,2,3.0,0,37,0,0,0/17,0.0,0.0,12.33,0.0
4074,Jamaluddin Syed Mohammad,Eden Gardens ,1,1,4.0,0,20,1,0,1/20,20.0,24.0,5.0,0.10204081632653061
4075,Jamaluddin Syed Mohammad,M Chinnaswamy Stadium ,3,3,7.0,0,66,1,0,1/26,66.0,42.0,9.43,0.04257855743847398
4076,Jamaluddin Syed Mohammad,MA Chidambaram Stadium ,3,3,10.0,0,79,5,0,2/15,15.8,12.0,7.9,0.7002801120448179
4077,Jamaluddin Syed Mohammad,Wankhede Stadium ,2,2,8.0,0,81,1,0,1/43,81.0,48.0,10.13,0.035937612305038454
4078,Andrew Symonds,Arun Jaitley Stadium ,1,1,2.0,0,8,0,0,0/8,0.0,0.0,4.0,0.0
4083,Andrew Symonds,Eden Gardens ,2,2,6.0,0,46,2,0,2/26,23.0,18.0,7.67,0.2054653790836244
4084,Andrew Symonds,Himachal Pradesh Cricket Association Stadium ,1,1,2.0,0,16,0,0,0/16,0.0,0.0,8.0,0.0
4086,Andrew Symonds,M Chinnaswamy Stadium ,1,1,3.0,0,34,1,0,1/34,34.0,18.0,11.33,0.07895152376440866
4087,Andrew Symonds,MA Chidambaram Stadium ,1,1,3.0,0,29,2,0,2/29,14.5,9.0,9.67,0.3014772384684956
4088,Andrew Symonds,Narendra Modi Stadium ,1,1,2.0,0,9,0,0,0/9,0.0,0.0,4.5,0.0
4089,Andrew Symonds,Rajiv Gandhi International Stadium ,3,2,4.5,0,81,0,0,0/35,0.0,0.0,16.76,0.0
4093,Andrew Symonds,Wankhede Stadium ,6,2,3.0,0,34,1,0,1/11,34.0,18.0,11.33,0.07895152376440866
4094,Atharva Taide,Rajiv Gandhi International Stadium ,1,1,0.1,0,4,0,0,0/4,0.0,0.0,24.0,0.0
4095,Shaun Tait,Arun Jaitley Stadium ,1,1,4.0,0,53,1,0,1/53,53.0,24.0,13.25,0.055401662049861494
4098,Shaun Tait,Eden Gardens ,1,1,3.5,0,29,1,0,1/29,29.0,23.0,7.57,0.08393486654356219
4100,Shaun Tait,M Chinnaswamy Stadium ,1,1,3.0,0,30,0,0,0/30,0.0,0.0,10.0,0.0
4101,Shaun Tait,MA Chidambaram Stadium ,1,1,4.0,0,44,0,0,0/44,0.0,0.0,11.0,0.0
4103,Shaun Tait,Narendra Modi Stadium ,3,3,12.0,0,73,5,0,3/22,14.6,14.4,6.08,0.7126567844925884
4104,Shaun Tait,Punjab Cricket Association IS Bindra Stadium ,3,3,11.1,1,62,8,0,3/22,7.75,8.38,5.55,1.8450184501845015
4105,Shaun Tait,Rajiv Gandhi International Stadium ,1,1,3.4,0,35,0,0,0/35,0.0,0.0,9.55,0.0
4106,Shaun Tait,Sawai Mansingh Stadium ,6,6,22.1,0,193,4,0,2/40,48.25,33.25,8.71,0.2217049107637734
4107,Pravin Tambe,Arun Jaitley Stadium ,3,3,8.0,0,60,3,0,2/25,20.0,16.0,7.5,0.3448275862068966
4109,Pravin Tambe,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,4.0,0,21,2,0,2/21,10.5,12.0,5.25,0.36036036036036034
4110,Pravin Tambe,Dubai International Cricket Stadium ,1,1,4.0,0,27,1,0,1/27,27.0,24.0,6.75,0.08658008658008658
4111,Pravin Tambe,Eden Gardens ,1,1,2.0,0,15,0,0,0/15,0.0,0.0,7.5,0.0
4113,Pravin Tambe,M Chinnaswamy Stadium ,3,3,9.0,0,102,1,0,1/38,102.0,54.0,11.33,0.029881073328153946
4114,Pravin Tambe,MA Chidambaram Stadium ,1,1,3.0,0,24,0,0,0/24,0.0,0.0,8.0,0.0
4116,Pravin Tambe,Narendra Modi Stadium ,7,7,25.0,0,188,8,0,3/26,23.5,18.75,7.52,0.8036970062286518
4117,Pravin Tambe,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,36,0,0,0/36,0.0,0.0,9.0,0.0
4118,Pravin Tambe,Rajiv Gandhi International Stadium ,1,1,3.0,0,20,0,0,0/20,0.0,0.0,6.67,0.0
4120,Pravin Tambe,Sawai Mansingh Stadium ,1,1,4.0,0,30,0,0,0/30,0.0,0.0,7.5,0.0
4121,Pravin Tambe,Sharjah Cricket Stadium ,1,1,4.0,0,26,0,0,0/26,0.0,0.0,6.5,0.0
4122,Pravin Tambe,Sheikh Zayed Stadium ,3,3,12.0,0,74,6,1,4/20,12.33,12.0,6.17,1.0491803278688525
4123,Pravin Tambe,Wankhede Stadium ,3,3,8.0,0,75,3,0,2/12,25.0,16.0,9.38,0.29773719730051607
4125,Jerome Taylor,M Chinnaswamy Stadium ,1,1,4.0,0,44,1,0,1/44,44.0,24.0,11.0,0.06329113924050633
4126,Jerome Taylor,MA Chidambaram Stadium ,1,1,4.0,0,30,3,0,3/30,10.0,8.0,7.5,0.5882352941176471
4127,Jerome Taylor,Sawai Mansingh Stadium ,1,1,3.3,0,22,0,0,0/22,0.0,0.0,6.29,0.0
4128,Ross Taylor,Sawai Mansingh Stadium ,9,1,1.0,0,11,0,0,0/11,0.0,0.0,11.0,0.0
4131,Ryan ten Doeschate,Eden Gardens ,11,3,3.0,0,18,1,0,1/7,18.0,18.0,6.0,0.11904761904761904
4133,Ryan ten Doeschate,M Chinnaswamy Stadium ,3,1,3.0,0,24,1,0,1/24,24.0,18.0,8.0,0.1
4135,Ryan ten Doeschate,Narendra Modi Stadium ,1,1,2.0,0,14,0,0,0/14,0.0,0.0,7.0,0.0
4136,Ryan ten Doeschate,Rajiv Gandhi International Stadium ,2,1,1.0,0,8,0,0,0/8,0.0,0.0,8.0,0.0
4137,Arjun Tendulkar,Narendra Modi Stadium ,1,1,2.0,0,9,1,0,1/9,9.0,12.0,4.5,0.19607843137254902
4138,Arjun Tendulkar,Rajiv Gandhi International Stadium ,1,1,2.5,0,18,1,0,1/18,18.0,17.0,6.35,0.12091898428053204
4139,Arjun Tendulkar,Wankhede Stadium ,3,3,7.2,0,87,1,0,1/48,87.0,44.0,11.86,0.034999300013999715
4144,Rahul Tewatia,Arun Jaitley Stadium ,9,6,14.0,0,122,2,0,1/10,61.0,42.0,8.71,0.08951750067138124
4146,Rahul Tewatia,BRSABV Ekana Cricket Stadium ,3,1,1.0,0,8,0,0,0/8,0.0,0.0,8.0,0.0
4148,Rahul Tewatia,Dubai International Cricket Stadium ,9,9,29.0,0,222,6,0,3/25,37.0,29.0,7.66,0.40727667662231876
4149,Rahul Tewatia,Eden Gardens ,5,1,3.0,0,18,3,0,3/18,6.0,6.0,6.0,0.8333333333333334
4150,Rahul Tewatia,M Chinnaswamy Stadium ,6,2,6.0,0,43,1,0,1/17,43.0,36.0,7.17,0.058024834629221304
4152,Rahul Tewatia,Narendra Modi Stadium ,25,3,6.1,0,56,1,0,1/31,56.0,37.0,9.08,0.04898119122257053
4153,Rahul Tewatia,Punjab Cricket Association IS Bindra Stadium ,4,3,12.0,0,66,4,0,2/18,16.5,18.0,5.5,0.5
4154,Rahul Tewatia,Sawai Mansingh Stadium ,4,1,4.0,0,29,0,0,0/29,0.0,0.0,7.25,0.0
4155,Rahul Tewatia,Sharjah Cricket Stadium ,5,4,10.0,0,87,5,0,3/37,17.4,12.0,8.7,0.6561679790026248
4156,Rahul Tewatia,Sheikh Zayed Stadium ,7,7,24.0,0,162,5,0,3/39,32.4,28.8,6.75,0.36791758646063283
4157,Rahul Tewatia,Wankhede Stadium ,14,8,20.2,0,185,5,0,2/36,37.0,24.4,9.1,0.3546099290780142
4158,Shardul Thakur,Arun Jaitley Stadium ,6,6,20.0,0,219,3,0,1/27,73.0,40.0,10.95,0.12101653892698669
4160,Shardul Thakur,BRSABV Ekana Cricket Stadium ,6,6,21.0,0,236,4,0,2/34,59.0,31.5,11.24,0.19657951641438964
4162,Shardul Thakur,Dr YS Rajasekhara Reddy Cricket Stadium ,2,2,3.0,0,32,2,0,2/19,16.0,9.0,10.67,0.28034763106251753
4163,Shardul Thakur,Dubai International Cricket Stadium ,9,9,32.0,0,265,15,0,3/28,17.67,12.8,8.28,1.935483870967742
4164,Shardul Thakur,Eden Gardens ,9,7,17.0,0,165,7,0,2/18,23.57,14.57,9.71,0.7314524555903866
4165,Shardul Thakur,Himachal Pradesh Cricket Association Stadium ,1,1,2.0,0,12,1,0,1/12,12.0,12.0,6.0,0.16666666666666666
4166,Shardul Thakur,M Chinnaswamy Stadium ,4,4,16.0,1,182,7,0,3/35,26.0,13.71,11.38,0.6850655705617538
4167,Shardul Thakur,MA Chidambaram Stadium ,9,8,28.4,0,270,6,0,2/42,45.0,28.67,9.42,0.36105427849320015
4169,Shardul Thakur,Narendra Modi Stadium ,2,2,7.0,0,65,0,0,0/25,0.0,0.0,9.29,0.0
4170,Shardul Thakur,Punjab Cricket Association IS Bindra Stadium ,2,2,7.0,0,76,2,0,2/33,38.0,21.0,10.86,0.143143429716576
4171,Shardul Thakur,Rajiv Gandhi International Stadium ,7,7,22.0,0,189,9,1,4/34,21.0,14.67,8.59,1.0619069136918209
4173,Shardul Thakur,Sawai Mansingh Stadium ,3,3,11.0,0,100,4,0,2/44,25.0,16.5,9.09,0.39533504645186796
4174,Shardul Thakur,Sharjah Cricket Stadium ,4,4,14.2,0,131,4,0,2/29,32.75,21.5,9.14,0.3155071777882947
4175,Shardul Thakur,Sheikh Zayed Stadium ,5,5,20.0,1,139,7,0,2/20,19.86,17.14,6.95,0.7963594994311717
4176,Shardul Thakur,Wankhede Stadium ,17,17,58.5,1,571,16,0,3/37,35.69,22.06,9.71,1.1858879335902757
4177,Yash Thakur,BRSABV Ekana Cricket Stadium ,8,8,28.5,1,277,12,1,5/30,23.08,14.42,9.61,1.3160687752069624
4178,Yash Thakur,Eden Gardens ,2,2,5.0,0,56,2,0,2/31,28.0,15.0,11.2,0.18450184501845018
4179,Yash Thakur,M Chinnaswamy Stadium ,1,1,4.0,0,38,1,0,1/38,38.0,24.0,9.5,0.06993006993006994
4180,Yash Thakur,MA Chidambaram Stadium ,3,3,12.0,0,117,4,0,3/34,29.25,18.0,9.75,0.3508771929824561
4181,Yash Thakur,Maharaja Yadavindra Singh International Cricket St ,1,1,4.0,0,39,1,0,1/39,39.0,24.0,9.75,0.06872852233676977
4182,Yash Thakur,Narendra Modi Stadium ,1,1,4.0,0,48,0,0,0/48,0.0,0.0,12.0,0.0
4183,Yash Thakur,Punjab Cricket Association IS Bindra Stadium ,1,1,3.5,0,37,4,1,4/37,9.25,5.75,9.65,0.8924949290060853
4184,Yash Thakur,Rajiv Gandhi International Stadium ,3,3,9.1,0,115,1,0,1/28,115.0,55.0,12.55,0.02738975623116954
4185,Yash Thakur,Sawai Mansingh Stadium ,1,1,3.0,0,43,0,0,0/43,0.0,0.0,14.33,0.0
4186,Maheesh Theekshana,Arun Jaitley Stadium ,2,2,8.0,1,63,3,0,2/23,21.0,16.0,7.88,0.3342245989304813
4187,Maheesh Theekshana,Barsapara Cricket Stadium ,2,2,8.0,0,62,0,0,0/30,0.0,0.0,7.75,0.0
4188,Maheesh Theekshana,BRSABV Ekana Cricket Stadium ,1,1,4.0,0,37,2,0,2/37,18.5,12.0,9.25,0.25157232704402516
4190,Maheesh Theekshana,Eden Gardens ,2,2,8.0,0,73,3,0,2/32,24.33,16.0,9.13,0.30327537403962795
4191,Maheesh Theekshana,M Chinnaswamy Stadium ,2,2,8.0,0,66,1,0,1/41,66.0,48.0,8.25,0.0408997955010225
4192,Maheesh Theekshana,MA Chidambaram Stadium ,10,10,37.0,0,291,4,0,2/28,72.75,55.5,7.86,0.14693997502020423
4193,Maheesh Theekshana,Maharaja Yadavindra Singh International Cricket St ,1,1,4.0,0,26,2,0,2/26,13.0,12.0,6.5,0.31746031746031744
4195,Maheesh Theekshana,Narendra Modi Stadium ,2,2,8.0,0,90,2,0,2/54,45.0,24.0,11.25,0.12461059190031153
4196,Maheesh Theekshana,Rajiv Gandhi International Stadium ,2,2,8.0,0,79,3,0,2/52,26.33,16.0,9.88,0.2873012832790653
4197,Maheesh Theekshana,Sawai Mansingh Stadium ,5,5,18.0,0,159,4,0,2/35,39.75,27.0,8.83,0.26462026991267534
4198,Maheesh Theekshana,Wankhede Stadium ,2,2,7.0,0,56,1,0,1/32,56.0,42.0,8.0,0.04716981132075472
4199,Rusty Theron,Arun Jaitley Stadium ,1,1,2.0,0,11,1,0,1/11,11.0,12.0,5.5,0.17543859649122806
4200,Rusty Theron,Eden Gardens ,1,1,4.0,0,36,1,0,1/36,36.0,24.0,9.0,0.07246376811594203
4201,Rusty Theron,Himachal Pradesh Cricket Association Stadium ,2,2,8.0,0,75,2,0,1/32,37.5,24.0,9.38,0.14108352144469527
4202,Rusty Theron,MA Chidambaram Stadium ,1,1,4.0,0,17,2,0,2/17,8.5,12.0,4.25,0.40404040404040403
4204,Rusty Theron,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,25,0,0,0/25,0.0,0.0,6.25,0.0
4205,Rusty Theron,Rajiv Gandhi International Stadium ,1,1,4.0,0,29,0,0,0/29,0.0,0.0,7.25,0.0
4206,Rusty Theron,Sawai Mansingh Stadium ,1,1,2.0,0,23,0,0,0/23,0.0,0.0,11.5,0.0
4207,Rusty Theron,Wankhede Stadium ,1,1,4.0,0,40,1,0,1/40,40.0,24.0,10.0,0.06756756756756757
4208,Alfonso Thomas,Arun Jaitley Stadium ,2,2,7.0,0,37,3,0,3/22,12.33,14.0,5.29,0.4743833017077799
4210,Alfonso Thomas,M Chinnaswamy Stadium ,1,1,4.0,0,23,2,0,2/23,11.5,12.0,5.75,0.3418803418803419
4211,Alfonso Thomas,MA Chidambaram Stadium ,1,1,4.0,0,29,2,0,2/29,14.5,12.0,7.25,0.2962962962962963
4213,Alfonso Thomas,Sawai Mansingh Stadium ,1,1,4.0,1,28,1,0,1/28,28.0,24.0,7.0,0.0847457627118644
4214,Alfonso Thomas,Wankhede Stadium ,1,1,4.0,0,16,1,0,1/16,16.0,24.0,4.0,0.11363636363636363
4215,Oshane Thomas,Arun Jaitley Stadium ,1,1,1.0,0,13,0,0,0/13,0.0,0.0,13.0,0.0
4216,Oshane Thomas,Eden Gardens ,1,1,4.0,0,32,1,0,1/32,32.0,24.0,8.0,0.078125
4217,Oshane Thomas,M Chinnaswamy Stadium ,1,1,1.0,0,6,2,0,2/6,3.0,3.0,6.0,0.8333333333333334
4218,Oshane Thomas,Sawai Mansingh Stadium ,1,1,4.0,0,28,2,0,2/28,14.0,12.0,7.0,0.30303030303030304
4220,Dominic Thornely,Rajiv Gandhi International Stadium ,1,1,1.0,0,8,0,0,0/8,0.0,0.0,8.0,0.0
4221,Dominic Thornely,Wankhede Stadium ,3,2,4.0,0,17,2,0,2/7,8.5,12.0,4.25,0.40404040404040403
4222,Nuwan Thushara,Arun Jaitley Stadium ,1,1,4.0,0,56,0,0,0/56,0.0,0.0,14.0,0.0
4223,Nuwan Thushara,BRSABV Ekana Cricket Stadium ,2,2,8.0,0,56,2,0,1/26,28.0,24.0,7.0,0.1694915254237288
4224,Nuwan Thushara,Eden Gardens ,1,1,3.0,0,31,1,0,1/31,31.0,18.0,10.33,0.08427439743805833
4225,Nuwan Thushara,Sawai Mansingh Stadium ,1,1,3.0,0,28,0,0,0/28,0.0,0.0,9.33,0.0
4226,Nuwan Thushara,Wankhede Stadium ,3,3,12.0,0,112,6,0,3/28,18.67,12.0,9.33,0.75
4228,Thilan Thushara,MA Chidambaram Stadium ,2,2,6.3,0,46,3,0,2/16,15.33,13.0,7.08,0.42360914995763915
4229,Thilan Thushara,Narendra Modi Stadium ,1,1,4.0,0,28,2,0,2/28,14.0,12.0,7.0,0.30303030303030304
4232,Tilak Varma,Arun Jaitley Stadium ,3,1,1.0,0,7,0,0,0/7,0.0,0.0,7.0,0.0
4235,Tilak Varma,Sawai Mansingh Stadium ,3,1,0.4,0,8,0,0,0/8,0.0,0.0,12.0,0.0
4236,Manoj Tiwary,Eden Gardens ,28,3,3.0,0,34,1,0,1/11,34.0,18.0,11.33,0.07895152376440866
