,Name,Ground,Mat,Inns,NO,100s,50s,Ducks,4s,6s,HS,Runs,Avg,S/R,Ca,St,Batting_Score
2554,Ravindra Jadeja,Sawai Mansingh Stadium ,13,9,5,0,0,0,15,5,36*,180,45.0,129.5,1,0,0.302942414497016
2556,Ravindra Jadeja,Sharjah Cricket Stadium ,6,4,2,0,0,0,1,4,33*,47,23.5,156.67,2,0,0.1425277496590507
2557,Ravindra Jadeja,Sheikh Zayed Stadium ,8,6,3,0,0,0,15,5,35*,127,42.33,184.06,1,0,0.378034283436603
2560,Ravindra Jadeja,Wankhede Stadium ,22,16,6,0,2,0,20,14,62*,306,30.6,141.01,21,0,0.24710809707150483
2561,Kedar Jadhav,Arun Jaitley Stadium ,23,19,7,0,0,2,21,11,33,294,24.5,121.99,9,3,0.16996976031137415
2564,Kedar Jadhav,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,1,0,0,0,1,1,19*,19,0.0,158.33,0,0,0.0
2565,Kedar Jadhav,Dubai International Cricket Stadium ,4,3,0,0,0,0,3,0,26,32,10.67,82.05,0,0,0.030610997126135246
2566,Kedar Jadhav,Eden Gardens ,5,5,0,0,0,0,6,2,20,56,11.2,127.27,4,1,0.05763062310401796
2568,Kedar Jadhav,M Chinnaswamy Stadium ,13,13,4,0,2,1,25,11,69,283,31.44,147.4,4,1,0.26178792757044
2569,Kedar Jadhav,MA Chidambaram Stadium ,12,9,4,0,0,0,7,1,20,78,15.6,91.76,3,0,0.06254672345101032
2571,Kedar Jadhav,Narendra Modi Stadium ,1,1,0,0,0,0,0,0,3,3,3.0,100.0,1,0,0.004158883083359672
2573,Kedar Jadhav,Punjab Cricket Association IS Bindra Stadium ,2,2,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0.0
2574,Kedar Jadhav,Rajiv Gandhi International Stadium ,4,4,1,0,0,0,4,3,31,60,20.0,162.16,1,1,0.13332386116286885
2576,Kedar Jadhav,Sawai Mansingh Stadium ,3,3,1,0,0,0,2,0,23*,29,14.5,80.56,1,0,0.03973006685467197
2578,Kedar Jadhav,Sharjah Cricket Stadium ,4,3,1,0,0,0,5,0,22,48,24.0,126.32,1,0,0.11798753761376023
2579,Kedar Jadhav,Sheikh Zayed Stadium ,3,2,2,0,0,0,1,0,7*,11,0.0,57.89,0,0,0.0
2580,Kedar Jadhav,Wankhede Stadium ,7,7,3,0,1,0,13,4,58,146,36.5,112.31,3,0,0.20457355159470877
2581,Wasim Jaffer,Arun Jaitley Stadium ,1,1,0,0,0,0,0,1,10,10,10.0,111.11,0,0,0.02664301437606269
2582,Wasim Jaffer,M Chinnaswamy Stadium ,4,4,0,0,1,1,11,2,50,100,25.0,111.11,2,0,0.12819651015655809
2583,Wasim Jaffer,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,1,0,5,5,5.0,100.0,1,0,0.008958797346140275
2587,Narayan Jagadeesan,Dubai International Cricket Stadium ,3,1,0,0,0,0,4,0,33,33,33.0,117.86,0,0,0.13715356097231607
2588,Narayan Jagadeesan,Eden Gardens ,3,3,0,0,0,0,9,1,36,56,18.67,143.59,0,0,0.1083871412800794
2589,Narayan Jagadeesan,M Chinnaswamy Stadium ,1,1,0,0,0,0,4,0,27,27,27.0,93.1,0,0,0.0837616247722741
2590,Narayan Jagadeesan,Narendra Modi Stadium ,1,1,0,0,0,0,1,0,6,6,6.0,75.0,0,0,0.008756595670748909
2591,Narayan Jagadeesan,Sharjah Cricket Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
2592,Narayan Jagadeesan,Sheikh Zayed Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2593,Narayan Jagadeesan,Wankhede Stadium ,2,2,1,0,0,1,3,1,39*,39,39.0,102.63,0,0,0.14764998236652815
2595,Ishank Jaggi,Eden Gardens ,1,1,0,0,0,0,0,0,3,3,3.0,33.33,1,0,0.0013861557316837787
2596,Ishank Jaggi,M Chinnaswamy Stadium ,2,2,1,0,0,0,3,0,28,33,33.0,84.62,0,0,0.09847220710569647
2598,Ishank Jaggi,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,3,0,25,25,25.0,89.29,0,0,0.07272885996998453
2599,Ishank Jaggi,Wankhede Stadium ,1,1,0,0,0,0,0,0,2,2,2.0,28.57,1,0,0.0006277470617449578
2600,Yashasvi Jaiswal,Arun Jaitley Stadium ,5,5,0,0,1,0,13,8,51,135,27.0,148.35,2,0,0.1967739351207147
2601,Yashasvi Jaiswal,Barsapara Cricket Stadium ,6,5,0,0,1,0,16,4,60,108,21.6,154.29,2,0,0.15634686198581307
2603,Yashasvi Jaiswal,BRSABV Ekana Cricket Stadium ,1,1,0,0,0,0,3,1,24,24,24.0,133.33,0,0,0.10300145129512253
2605,Yashasvi Jaiswal,Dubai International Cricket Stadium ,3,3,0,0,0,0,14,5,49,116,38.67,143.21,0,0,0.263725892322563
2606,Yashasvi Jaiswal,Eden Gardens ,4,4,1,0,1,0,20,7,98*,154,51.33,181.18,0,0,0.46903699258540416
2607,Yashasvi Jaiswal,Himachal Pradesh Cricket Association Stadium ,1,1,0,0,1,0,8,0,50,50,50.0,138.89,0,0,0.2730456310645408
2608,Yashasvi Jaiswal,M Chinnaswamy Stadium ,2,2,0,0,0,0,12,5,49,96,48.0,171.43,1,0,0.3764364974615207
2609,Yashasvi Jaiswal,MA Chidambaram Stadium ,3,3,0,0,0,0,9,4,42,76,25.33,152.0,2,0,0.16724345883004177
2610,Yashasvi Jaiswal,Maharaja Yadavindra Singh International Cricket St ,2,2,0,0,1,0,7,5,67,106,53.0,145.21,1,0,0.35962698177767305
2612,Yashasvi Jaiswal,Narendra Modi Stadium ,5,5,0,0,0,0,11,4,45,95,19.0,130.14,4,0,0.11286081199114859
2613,Yashasvi Jaiswal,Rajiv Gandhi International Stadium ,3,3,0,0,2,0,16,2,67,122,40.67,148.78,3,0,0.29117962583915175
2614,Yashasvi Jaiswal,Sawai Mansingh Stadium ,15,15,2,1,5,2,69,28,104*,609,46.85,160.69,7,0,0.4828261302390538
2615,Yashasvi Jaiswal,Sharjah Cricket Stadium ,4,4,0,0,0,1,5,2,34,52,13.0,96.3,3,0,0.049704084465759
2616,Yashasvi Jaiswal,Sheikh Zayed Stadium ,3,3,0,0,1,1,6,3,50,55,18.33,203.7,0,0,0.15029942675252406
2617,Yashasvi Jaiswal,Wankhede Stadium ,5,5,0,1,1,0,32,10,124,228,45.6,172.73,1,0,0.4279864615633093
2618,Shadab Jakati,Arun Jaitley Stadium ,1,1,1,0,0,0,0,0,1*,1,0.0,50.0,0,0,0.0
2623,Shadab Jakati,Dr YS Rajasekhara Reddy Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2624,Shadab Jakati,Eden Gardens ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2626,Shadab Jakati,Himachal Pradesh Cricket Association Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2628,Shadab Jakati,M Chinnaswamy Stadium ,4,2,2,0,0,0,0,0,1*,0,0.0,1.0,1,0,0.0
2629,Shadab Jakati,MA Chidambaram Stadium ,23,1,1,0,0,0,0,0,6*,0,0.0,6.0,10,0,0.0
2630,Shadab Jakati,Narendra Modi Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2632,Shadab Jakati,Punjab Cricket Association IS Bindra Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2634,Shadab Jakati,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2639,Shadab Jakati,Wankhede Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0.0
2640,Kyle Jamieson,Dubai International Cricket Stadium ,1,1,1,0,0,0,0,0,2*,2,0.0,100.0,0,0,0.0
2641,Kyle Jamieson,MA Chidambaram Stadium ,3,3,1,0,0,0,3,1,12,27,13.5,158.82,0,0,0.07144479724131349
2642,Kyle Jamieson,Maharaja Yadavindra Singh International Cricket St ,1,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
2643,Kyle Jamieson,Narendra Modi Stadium ,4,2,2,0,0,0,1,1,16*,16,0.0,123.08,0,0,0.0
2644,Kyle Jamieson,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2645,Kyle Jamieson,Sheikh Zayed Stadium ,1,1,0,0,0,0,0,0,4,4,4.0,33.33,0,0,0.0021457026248571424
2646,Kyle Jamieson,Wankhede Stadium ,2,1,0,0,0,0,1,1,16,16,16.0,123.08,2,0,0.055793903741830256
2647,Duan Jansen,Wankhede Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0.0
2649,Marco Jansen,BRSABV Ekana Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2651,Marco Jansen,Eden Gardens ,3,2,1,0,0,0,0,0,3,4,4.0,50.0,3,0,0.0032188758248682006
2652,Marco Jansen,Himachal Pradesh Cricket Association Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2653,Marco Jansen,M Chinnaswamy Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0.0
2654,Marco Jansen,MA Chidambaram Stadium ,4,4,2,0,0,2,2,0,17*,21,10.5,77.78,2,0,0.025244234612332033
2655,Marco Jansen,Maharaja Yadavindra Singh International Cricket St ,4,4,2,0,0,0,2,4,34*,63,31.5,134.04,1,0,0.17559885687546203
2657,Marco Jansen,Narendra Modi Stadium ,2,1,0,0,0,0,0,0,3,3,3.0,50.0,2,0,0.002079441541679836
2658,Marco Jansen,Rajiv Gandhi International Stadium ,6,4,2,0,0,0,3,0,13,21,10.5,116.67,3,0,0.03786635191849805
2659,Marco Jansen,Sawai Mansingh Stadium ,4,2,1,0,0,1,0,0,3*,3,3.0,75.0,2,0,0.0031191623125197535
2660,Marco Jansen,Wankhede Stadium ,2,2,1,0,0,0,1,2,17,25,25.0,147.06,2,0,0.11978391922035979
2664,Jaskaran Singh,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2665,Jaskaran Singh,MA Chidambaram Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2668,Sanath Jayasuriya,Arun Jaitley Stadium ,2,2,0,0,1,0,7,5,66,73,36.5,140.38,0,0,0.22053470009116044
2673,Sanath Jayasuriya,Eden Gardens ,1,1,0,0,0,0,3,1,18,18,18.0,180.0,2,0,0.09539982292499266
2675,Sanath Jayasuriya,M Chinnaswamy Stadium ,1,1,0,0,1,0,4,4,54,54,54.0,145.95,0,0,0.3158299503277267
2676,Sanath Jayasuriya,MA Chidambaram Stadium ,1,1,0,0,0,0,4,0,20,20,20.0,181.82,0,0,0.11071101392537454
2678,Sanath Jayasuriya,Punjab Cricket Association IS Bindra Stadium ,1,1,0,0,0,0,0,0,1,1,1.0,14.29,0,0,9.905073210201617e-05
2679,Sanath Jayasuriya,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,6,2,36,36,36.0,240.0,0,0,0.31198330765246096
2680,Sanath Jayasuriya,Sawai Mansingh Stadium ,2,2,0,0,0,0,4,0,38,39,19.5,100.0,0,0,0.07193314935522176
2684,Sanath Jayasuriya,Wankhede Stadium ,4,4,2,1,0,0,21,17,114*,211,105.5,226.88,0,0,1.2821439201674534
2685,Mahela Jayawardene,Arun Jaitley Stadium ,17,17,3,0,3,0,47,5,59,389,27.79,116.82,6,0,0.19368664632770502
2690,Mahela Jayawardene,Eden Gardens ,4,4,2,1,1,0,28,4,110*,212,106.0,143.24,0,0,0.8140285792051912
2691,Mahela Jayawardene,Himachal Pradesh Cricket Association Stadium ,4,4,1,0,1,0,19,5,93*,161,53.67,131.97,1,0,0.3603457944231435
2694,Mahela Jayawardene,M Chinnaswamy Stadium ,4,4,2,0,0,0,7,1,28,74,37.0,101.37,3,0,0.16193559492559503
2695,Mahela Jayawardene,MA Chidambaram Stadium ,4,4,0,0,1,0,5,3,55,74,18.5,125.42,2,0,0.10017738145194895
2699,Mahela Jayawardene,Punjab Cricket Association IS Bindra Stadium ,9,8,1,0,0,1,10,4,31,121,17.29,130.11,3,0,0.10807134869871919
2700,Mahela Jayawardene,Rajiv Gandhi International Stadium ,3,2,1,0,0,0,7,2,45*,56,56.0,160.0,1,0,0.36225739359797565
2701,Mahela Jayawardene,Sawai Mansingh Stadium ,5,5,0,0,0,1,12,2,44,93,18.6,110.71,0,0,0.09355579875419086
2705,Mahela Jayawardene,Wankhede Stadium ,4,4,1,0,0,0,2,0,17*,29,9.67,76.32,1,0,0.025101326449089665
2706,Abhishek Jhunjhunwala,Arun Jaitley Stadium ,2,2,0,0,0,0,1,0,4,6,3.0,60.0,0,0,0.0035026382682995637
2710,Abhishek Jhunjhunwala,M Chinnaswamy Stadium ,1,1,0,0,0,0,1,0,5,5,5.0,71.43,0,0,0.006399268944348
2711,Abhishek Jhunjhunwala,MA Chidambaram Stadium ,2,2,1,0,0,0,0,1,7,8,8.0,160.0,1,0,0.028124474589903612
2712,Abhishek Jhunjhunwala,Narendra Modi Stadium ,3,2,0,0,0,0,7,0,45,56,28.0,133.33,1,0,0.15093680715130656
2713,Abhishek Jhunjhunwala,Punjab Cricket Association IS Bindra Stadium ,3,2,1,0,0,1,0,0,0*,0,0.0,0.0,4,0,0.0
2714,Abhishek Jhunjhunwala,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,0,1,19,19,19.0,95.0,0,0,0.054072967537649536
2715,Abhishek Jhunjhunwala,Sawai Mansingh Stadium ,4,2,0,0,0,0,1,1,22,35,17.5,79.55,3,0,0.04988706302198212
2717,Joginder Sharma,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2720,Joginder Sharma,M Chinnaswamy Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2721,Joginder Sharma,MA Chidambaram Stadium ,4,2,1,0,0,0,1,1,16,16,16.0,160.0,2,0,0.07253026160783912
2722,Joginder Sharma,Narendra Modi Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2724,Joginder Sharma,Punjab Cricket Association IS Bindra Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0.0
2725,Joginder Sharma,Sawai Mansingh Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
2727,Joginder Sharma,Wankhede Stadium ,2,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
2728,Mitchell Johnson,Arun Jaitley Stadium ,3,3,1,0,0,0,2,0,12*,22,11.0,88.0,0,0,0.03035158401019417
2730,Mitchell Johnson,Dubai International Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2731,Mitchell Johnson,Eden Gardens ,8,3,2,0,0,0,0,1,10*,15,15.0,83.33,3,0,0.034655972733636145
2732,Mitchell Johnson,M Chinnaswamy Stadium ,6,2,1,0,0,0,1,1,16*,17,17.0,106.25,2,0,0.052207339876999465
2733,Mitchell Johnson,MA Chidambaram Stadium ,2,1,0,0,0,0,0,0,1,1,1.0,50.0,0,0,0.00034657359027997266
2735,Mitchell Johnson,Narendra Modi Stadium ,1,1,1,0,0,0,1,0,13*,13,0.0,185.71,0,0,0.0
2736,Mitchell Johnson,Punjab Cricket Association IS Bindra Stadium ,5,4,3,0,0,0,0,1,8*,13,13.0,108.33,1,0,0.03716558046723873
2737,Mitchell Johnson,Rajiv Gandhi International Stadium ,3,1,1,0,0,0,0,1,13*,13,0.0,92.86,0,0,0.0
2738,Mitchell Johnson,Sawai Mansingh Stadium ,1,1,0,0,0,0,2,0,11,11,11.0,122.22,0,0,0.03340758198107984
2739,Mitchell Johnson,Sharjah Cricket Stadium ,2,1,0,0,0,0,0,0,4,4,4.0,66.67,1,0,0.004292049024879259
2740,Mitchell Johnson,Sheikh Zayed Stadium ,2,1,0,0,0,1,0,0,0,0,0.0,0.0,1,0,0.0
2741,Mitchell Johnson,Wankhede Stadium ,14,7,6,0,0,0,0,2,10*,25,25.0,92.59,6,0,0.07541678961385226
2742,Spencer Johnson,Barsapara Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2743,Spencer Johnson,BRSABV Ekana Cricket Stadium ,1,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
2744,Spencer Johnson,Eden Gardens ,2,1,1,0,0,0,0,0,1*,0,0.0,1.0,1,0,0.0
2745,Spencer Johnson,MA Chidambaram Stadium ,1,1,1,0,0,0,1,0,5*,5,0.0,100.0,0,0,0.0
2746,Spencer Johnson,Narendra Modi Stadium ,2,1,1,0,0,0,0,0,1*,0,0.0,1.0,2,0,0.0
2747,Spencer Johnson,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2748,Spencer Johnson,Wankhede Stadium ,1,1,1,0,0,0,0,0,1*,1,0.0,33.33,0,0,0.0
2750,Chris Jordan,BRSABV Ekana Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2752,Chris Jordan,Dubai International Cricket Stadium ,5,3,0,0,0,0,2,0,13,25,8.33,96.15,4,0,0.026095056311492767
2753,Chris Jordan,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2754,Chris Jordan,M Chinnaswamy Stadium ,7,2,0,0,0,1,0,0,3,3,1.5,0.0,3,0,0.0
2755,Chris Jordan,MA Chidambaram Stadium ,1,1,0,0,0,0,0,0,4,4,4.0,57.14,1,0,0.00367853129265938
2757,Chris Jordan,Narendra Modi Stadium ,4,3,0,0,0,0,1,3,30,34,11.33,130.77,0,0,0.05267689371790998
2758,Chris Jordan,Punjab Cricket Association IS Bindra Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2760,Chris Jordan,Sharjah Cricket Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2761,Chris Jordan,Sheikh Zayed Stadium ,3,2,2,0,0,0,0,0,4*,4,0.0,80.0,0,0,0.0
2762,Chris Jordan,Wankhede Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2763,Alzarri Joseph,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2766,Alzarri Joseph,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2767,Alzarri Joseph,M Chinnaswamy Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2768,Alzarri Joseph,MA Chidambaram Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2770,Alzarri Joseph,Narendra Modi Stadium ,4,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
2771,Alzarri Joseph,Punjab Cricket Association IS Bindra Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2772,Alzarri Joseph,Rajiv Gandhi International Stadium ,1,1,1,0,0,0,0,0,0*,0,0.0,0.0,1,0,0.0
2773,Alzarri Joseph,Wankhede Stadium ,5,2,2,0,0,0,3,0,15*,22,0.0,88.0,0,0,0.0
2774,Shamar Joseph,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2775,Sunil Joshi,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2776,Sunil Joshi,M Chinnaswamy Stadium ,2,2,0,0,0,0,0,0,3,6,3.0,42.86,0,0,0.0025020512696553214
2777,Sunil Joshi,Wankhede Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2778,Manprit Juneja,Arun Jaitley Stadium ,4,4,0,0,0,0,2,1,20,51,12.75,80.95,0,0,0.040781280324943735
2779,Manprit Juneja,Eden Gardens ,1,1,0,0,0,0,1,0,8,8,8.0,88.89,0,0,0.015624903414353325
2780,Manprit Juneja,M Chinnaswamy Stadium ,1,1,0,0,0,0,2,0,17,17,17.0,106.25,0,0,0.052207339876999465
2781,Manprit Juneja,Wankhede Stadium ,1,1,0,0,0,0,6,0,49,49,49.0,122.5,0,0,0.23481918090082446
2782,Dhruv Jurel,Arun Jaitley Stadium ,2,2,1,0,0,0,2,5,31*,57,57.0,196.55,2,0,0.45490564202205225
2783,Dhruv Jurel,Barsapara Cricket Stadium ,6,5,2,0,0,1,8,3,33,76,25.33,140.74,1,0,0.15485423944565843
2784,Dhruv Jurel,BRSABV Ekana Cricket Stadium ,1,1,1,0,1,0,5,2,52*,52,0.0,152.94,0,0,0.0
2785,Dhruv Jurel,Eden Gardens ,3,2,0,0,0,1,0,0,2,2,1.0,40.0,3,0,0.0004394449154672438
2786,Dhruv Jurel,Himachal Pradesh Cricket Association Stadium ,1,1,1,0,0,0,0,1,10*,10,0.0,250.0,0,0,0.0
2787,Dhruv Jurel,M Chinnaswamy Stadium ,2,2,1,0,0,0,5,5,47,81,81.0,162.0,1,0,0.5782496996260154
2788,Dhruv Jurel,MA Chidambaram Stadium ,3,3,1,0,1,0,8,4,56*,88,44.0,149.15,1,0,0.29457125040004145
2789,Dhruv Jurel,Maharaja Yadavindra Singh International Cricket St ,2,2,1,0,0,0,1,1,13*,19,19.0,118.75,4,0,0.06759120942206193
2790,Dhruv Jurel,Narendra Modi Stadium ,3,3,0,0,0,0,4,1,18,31,10.33,140.91,1,0,0.05044726219836053
2791,Dhruv Jurel,Rajiv Gandhi International Stadium ,2,2,0,0,1,0,5,6,70,71,35.5,186.84,1,0,0.2836635656753207
2792,Dhruv Jurel,Sawai Mansingh Stadium ,15,11,3,0,1,1,13,10,53,191,23.88,149.22,5,0,0.18734420210805977
2793,Dhruv Jurel,Wankhede Stadium ,2,1,0,0,0,0,0,0,2,2,2.0,66.67,0,0,0.0014648896257100574
2794,Mohammad Kaif,Arun Jaitley Stadium ,1,1,0,0,0,0,0,0,9,9,9.0,47.37,0,0,0.009816611026961516
2796,Mohammad Kaif,Eden Gardens ,1,1,1,0,0,0,4,0,34*,34,0.0,109.68,2,0,0.0
2797,Mohammad Kaif,Himachal Pradesh Cricket Association Stadium ,1,1,0,0,0,0,3,0,15,15,15.0,136.36,0,0,0.05671052972469249
2798,Mohammad Kaif,M Chinnaswamy Stadium ,8,5,2,0,0,0,4,0,15,44,14.67,100.0,4,0,0.05584373872493059
2799,Mohammad Kaif,MA Chidambaram Stadium ,2,2,0,0,0,0,1,0,14,24,12.0,104.35,3,0,0.0403067630789996
2800,Mohammad Kaif,Punjab Cricket Association IS Bindra Stadium ,3,3,0,0,0,0,2,0,8,15,5.0,78.95,0,0,0.010944793981041537
2801,Mohammad Kaif,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,2,3,34,34,34.0,212.5,0,0,0.25687389744261013
2802,Mohammad Kaif,Sawai Mansingh Stadium ,8,5,1,0,0,0,6,1,21,56,14.0,93.33,5,0,0.0528273164757798
2803,Mohammad Kaif,Wankhede Stadium ,2,1,0,0,0,0,0,1,12,12,12.0,109.09,1,0,0.03357723904865748
2804,Jacques Kallis,Arun Jaitley Stadium ,5,5,1,0,2,0,17,2,54,159,39.75,122.31,1,0,0.2467459424631466
2807,Jacques Kallis,Dubai International Cricket Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
2808,Jacques Kallis,Eden Gardens ,21,21,3,0,4,2,59,12,79,577,32.06,112.26,7,0,0.2288845994565899
2811,Jacques Kallis,M Chinnaswamy Stadium ,16,16,2,0,2,1,47,10,89*,388,27.71,122.4,5,0,0.2022669591406806
2812,Jacques Kallis,MA Chidambaram Stadium ,6,6,0,0,3,0,23,3,69,225,37.5,114.8,1,0,0.23335403171867192
2816,Jacques Kallis,Punjab Cricket Association IS Bindra Stadium ,2,2,1,0,0,0,2,1,30*,31,31.0,106.9,1,0,0.11485102208288013
2817,Jacques Kallis,Rajiv Gandhi International Stadium ,3,3,0,0,0,0,12,0,31,85,28.33,100.0,1,0,0.12619165890286185
2818,Jacques Kallis,Sawai Mansingh Stadium ,5,5,1,0,1,2,9,2,80*,105,26.25,99.06,1,0,0.12126457262396961
2820,Jacques Kallis,Sharjah Cricket Stadium ,1,1,0,0,0,0,2,1,43,43,43.0,102.38,0,0,0.1665928939298372
2821,Jacques Kallis,Sheikh Zayed Stadium ,3,3,0,0,1,0,8,3,72,94,31.33,127.03,1,0,0.18123746491648723
2826,Jacques Kallis,Wankhede Stadium ,4,4,0,0,0,1,3,2,25,56,14.0,96.55,0,0,0.05464992398731962
2827,Suraj Randiv,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2828,Suraj Randiv,MA Chidambaram Stadium ,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2829,Suraj Randiv,Punjab Cricket Association IS Bindra Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2830,Suraj Randiv,Wankhede Stadium ,1,1,0,0,0,0,0,0,2,2,2.0,50.0,0,0,0.0010986122886681097
2832,Doddapaneni Kalyankrishna,Rajiv Gandhi International Stadium ,2,1,0,0,0,0,0,0,3,3,3.0,37.5,1,0,0.0015595811562598768
2834,Kamran Akmal,MA Chidambaram Stadium ,1,1,1,0,1,0,4,3,53*,53,0.0,189.29,0,1,0.0
2835,Kamran Akmal,Punjab Cricket Association IS Bindra Stadium ,1,1,0,0,0,0,1,3,24,24,24.0,300.0,0,0,0.23175905939051045
2836,Kamran Akmal,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,1,1,12,12,12.0,133.33,1,1,0.04103816373964161
2837,Kamran Akmal,Sawai Mansingh Stadium ,2,2,0,0,0,0,6,1,18,33,16.5,126.92,2,2,0.07384833683440672
2840,Kamran Khan,Eden Gardens ,1,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
2841,Kamran Khan,M Chinnaswamy Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2843,Kamran Khan,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2845,Chamara Kapugedera,Arun Jaitley Stadium ,1,1,0,0,0,0,0,0,8,8,8.0,88.89,2,0,0.015624903414353325
2847,Chamara Kapugedera,MA Chidambaram Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2848,Chamara Kapugedera,Wankhede Stadium ,2,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
2849,Karanveer Singh,Eden Gardens ,1,1,1,0,0,0,0,0,1*,1,0.0,100.0,0,0,0.0
2850,Karanveer Singh,M Chinnaswamy Stadium ,2,1,0,0,0,0,0,0,4,4,4.0,57.14,0,0,0.00367853129265938
2851,Karanveer Singh,MA Chidambaram Stadium ,1,1,1,0,0,0,0,0,2*,2,0.0,40.0,0,0,0.0
2853,Karanveer Singh,Punjab Cricket Association IS Bindra Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
2854,Karanveer Singh,Wankhede Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2855,Karim Janat,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
2856,Dinesh Karthik,Arun Jaitley Stadium ,29,25,2,0,6,1,58,27,69,647,28.13,135.64,12,7,0.24701474362917147
2859,Dinesh Karthik,BRSABV Ekana Cricket Stadium ,1,1,0,0,0,0,1,1,16,16,16.0,145.45,2,1,0.06593454094287625
